id_movimiento,tipo_movimiento,codigo,cantidad,fecha,comprobante,cliente_proveedor,retira_responsable
MOV-01016,Salida,HF35018,1,2025-10-21,,AM CÓRDOBA,MATIAS
MOV-01017,Salida,KC83 PRIX,1,2025-10-21,,INDUSTPLAST INTº7,MATIAS
MOV-01018,Salida,MR378,1,2025-10-21,,INDUSTPLAST INTº8,MATIAS
MOV-01019,Salida,MR378/S,1,2025-10-21,,INDUSTPLAST INTº9,MATIAS
MOV-01020,Salida,OC988,1,2025-10-21,,INDUSTPLAST INTº10,MATIAS
MOV-01021,Salida,250022-669,1,2025-10-21,,COTA,MATIAS
MOV-01022,Salida,250022-669,1,2025-10-22,18564,AGRINOA S.A,MATIAS
MOV-01023,Salida,250022-669,1,2025-10-22,18565,FUNDICIÓN COLDEN S.A,MATIAS
MOV-01024,Salida,KL788,1,2025-10-24,,Muni malagueño,MATIAS
MOV-01025,Salida,OX171,1,2025-10-24,,Muni malagueño,MATIAS
MOV-01026,Salida,250022-669,2,2025-10-24,18571,Frigorifico Coronel MOLDES.,MATIAS
MOV-01027,Salida,ML5052,1,2025-10-27,,Santiago Verdu,MATIAS
MOV-01028,Salida,ML1280G,1,2025-10-27,,Santiago Verdu,MATIAS
MOV-01029,Salida,ML1000,2,2025-10-27,,QUIMVAR,MATIAS
MOV-01030,Salida,02250196-470,1,2025-10-28,Pendientes de etrega anterior,CAPYC,MATIAS
MOV-01031,Salida,02250196-470,1,2025-10-28,R 18574,Plasticos Boulevares,MATIAS
MOV-01032,Salida,250019-453,1,2025-10-28,R 18575,SERVAGROP,MATIAS
MOV-01033,Salida,250022-669,1,2025-10-28,,MACOSER S.A.,MATIAS
MOV-01034,Salida,ML33490,1,2025-10-28,,FRIGORIFICO CIRAMI - A VER CON MANU,CAMILO
MOV-01035,Salida,LX200/HP8528,1,2025-10-28,,AUTOELEVADOR COMAR,MATIAS
MOV-01036,Salida,LXS40/1 VOX,1,2025-10-28,,AUTOELEVADOR COMAR,MATIAS
MOV-01037,Salida,042034RA,6,2025-10-29,18578,trans GAS DEL NORTE,MATIAS
MOV-01038,Salida,70031074-TRA,12,2025-10-29,P 35833,Golden Peanuts,MATIAS
MOV-01039,Salida,70030307-TRA,12,2025-10-29,,Golden Peanuts,MATIAS
MOV-01040,Salida,1319612-TRA,2,2025-10-29,,Golden Peanuts,MATIAS
MOV-01041,Salida,1319593-TRA,1,2025-10-29,,Golden Peanuts,MATIAS
MOV-01042,Salida,1319594-TRA,1,2025-10-29,,Golden Peanuts,MATIAS
MOV-01043,Salida,8036190-TRA,1,2025-10-29,,Golden Peanuts,MATIAS
MOV-01044,Salida,270008-586,1,2025-10-30,,NOAL S.A,Manuel
MOV-01045,Salida,FF5052,1,2025-10-30,P 35380,HELACOR,MATIAS
MOV-01046,Salida,FS1280,1,2025-10-30,,HELACOR,MATIAS
MOV-01047,Salida,LF3349,1,2025-10-30,,HELACOR,MATIAS
MOV-01048,Salida,AH1136,1,2025-10-30,,HELACOR,MATIAS
MOV-01049,Salida,040899RA,1,2025-10-31,Rº18582,CORBLOCK S.A.I.C,MATIAS
MOV-01050,Salida,88290014-484,2,2025-11-03,Rº18584,AGRO-IMPERIO SRL,MATIAS
MOV-01051,Salida,88290014-485,2,2025-11-03,,AGRO-IMPERIO SRL,MATIAS
MOV-01052,Salida,45672,1,2025-11-04,Rº18588,FUNDICIÓN COLDEN S.A,MATIAS
MOV-01053,Salida,MR378,1,2025-11-04,,INDUSPLAST,MATIAS
MOV-01054,Salida,MR378S,1,2025-11-04,,INDUSPLAST,MATIAS
MOV-01055,Salida,OC988,1,2025-11-04,,INDUSPLAST,MATIAS
MOV-01056,Salida,KC83,1,2025-11-04,,INDUSPLAST,MATIAS
MOV-01057,Salida,250034-085,1,2025-11-04,Rº18587,F2J LIGHTING CORDOBA S.A,MATIAS
MOV-01058,Salida,02250048-734,1,2025-11-04,,F2J LIGHTING CORDOBA S.A,MATIAS
MOV-01059,Salida,405158RA,1,2025-11-04,,F2J LIGHTING CORDOBA S.A,MATIAS
MOV-01060,Salida,250004-641,1,2025-11-04,,F2J LIGHTING CORDOBA S.A,MATIAS
MOV-01061,Salida,02250155-709,4,2025-11-05,Rº18590,LA CUMBRECITA S.R.L,MATIAS
MOV-01062,Salida,250041-638,1,2025-11-05,Rº18591,CONORVIAL S.A,MATIAS
MOV-01063,Salida,250027-201,2,2025-11-05,,CONORVIAL S.A,MATIAS
MOV-01064,Salida,`001104,1,2025-11-05,,CONORVIAL S.A,MATIAS
MOV-01065,Salida,02250196-470,1,2025-11-06,Rº18592,Plasticos Boulevares,MATIAS
MOV-01066,Salida,88290015-567,1,2025-11-07,Rº18593,TORRES ARIAS DAVID GERMAN,MATIAS
MOV-01067,Salida,88290014-485,1,2025-11-07,,TORRES ARIAS DAVID GERMAN,MATIAS
MOV-01068,Salida,02250125-372,2,2025-11-07,Rº18594,MASTIL S.A,MATIAS
MOV-01069,Salida,02250155-709,2,2025-11-07,,MASTIL S.A,MATIAS
MOV-01070,Salida,KC454,1,2025-11-07,,PRENSA AM CORDOBA,MATIAS
MOV-01071,Salida,V719,1,2025-11-07,,PRENSA AM CORDOBA,MATIAS
MOV-01072,Salida,V720,1,2025-11-07,,PRENSA AM CORDOBA,MATIAS
MOV-01073,Salida,ML5052G,1,2025-11-07,,PRENSA AM CORDOBA,MATIAS
MOV-01074,Salida,OC1738,1,2025-11-07,,PRENSA AM CORDOBA,MATIAS
MOV-01075,Salida,KC188,1,2025-11-10,,PRENSA AM CORDOBA,MATIAS
MOV-01076,Salida,FS19732,1,2025-11-10,,PRENSA AM CORDOBA,MATIAS
MOV-01077,Salida,049905RA,1,2025-11-10,,DIEGO PETRELLI,MANUEL
MOV-01078,Salida,88290017-056,3,2025-11-11,Rº18601,AGRO-IMPERIO SRL,MATIAS
MOV-01079,Salida,02250196-470,1,2025-11-11,Rº18602,AGROMANI S.A,MATIAS
MOV-01080,Salida,02250078-031,2,2025-11-12,,RUKAWE S.A,MATIAS
MOV-01081,Salida,OX339/2D,1,2025-11-12,,,MATIAS
MOV-01082,Salida,KL583,1,2025-11-12,,,MATIAS
MOV-01083,Salida,HLP5053,1,2025-11-12,,,MATIAS
MOV-01084,Salida,250032-482,1,2025-11-12,Rº18606,ALL PACKS.A,MATIAS
MOV-01085,Salida,250025-525,1,2025-11-12,Rº18605,POLIFILM S.A,MATIAS
MOV-01086,Salida,040899RA,1,2025-11-12,,POLIFILM S.A,MATIAS
MOV-01087,Salida,250022-669,1,2025-11-12,,POLIFILM S.A,MATIAS
MOV-01088,Salida,040899RA,1,2025-11-13,Rº18608,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01089,Salida,250025-525,1,2025-11-13,,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01090,Salida,250034-116,1,2025-11-13,,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01091,Salida,250022-669,1,2025-11-13,,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01092,Salida,250019-453,1,2025-11-13,,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01093,Salida,AA1127,1,2025-11-13,,HILUX NVQ 680 SERVICIO,MATIAS
MOV-01094,Salida,OC988,1,2025-11-13,,HILUX NVQ 680 SERVICIO,MATIAS
MOV-01095,Salida,AC763,1,2025-11-13,,HILUX NVQ 680 SERVICIO,MATIAS
MOV-01096,Salida,250022-669,2,2025-11-13,,FRIGORIFICO CORONEL MOLDES S.A,MATIAS
MOV-01097,Salida,250025-526,1,2025-11-14,P 35914,MAXION MONTICH,DAVID
MOV-01098,Salida,022500175-062,1,2025-11-14,,MAXION MONTICH,DAVID
MOV-01099,Salida,02250175-063,1,2025-11-14,,MAXION MONTICH,DAVID
MOV-01100,Salida,LXS261,1,2025-11-14,,SERVICIO A.M ILJ082,MATIAS
MOV-01101,Salida,OX174/D,1,2025-11-14,,SERVICIO A.M ILJ083,MATIAS
MOV-01102,Salida,KC647/1,1,2025-11-14,,SERVICIO A.M ILJ084,MATIAS
MOV-01103,Salida,LX1070,1,2025-11-14,,SERVICIO A.M ILJ085,MATIAS
MOV-01104,Salida,AL12,1,2025-11-14,,SERVICIO A.M ILJ086,MATIAS
MOV-01105,Salida,KX67/2D,1,2025-11-14,,SERVICIO A.M ILJ087,MATIAS
MOV-01106,Salida,AF26173,3,2025-11-17,,AGROMETAL SOC.ANONIMA IND,MATIAS
MOV-01107,Salida,C635-0011-03,2,2025-11-17,,AGROMETAL SOC.ANONIMA IND,MATIAS
MOV-01108,Salida,WKU-1001/V,1,2025-11-17,,HILUX GASTON LUNA,MANUEL
MOV-01109,Salida,040899RA,1,2025-11-18,,FLOTA AIR POWER,MANUEL
MOV-01110,Salida,250025-525,1,2025-11-18,,FLOTA AIR POWER,MANUEL
MOV-01111,Salida,MR378,1,2025-11-18,,AUTOELEVADOR INDUSPLAST,MATIAS
MOV-01112,Salida,MR378/S,1,2025-11-18,,AUTOELEVADOR INDUSPLAST,MATIAS
MOV-01113,Salida,KC83,1,2025-11-18,,AUTOELEVADOR INDUSPLAST,MATIAS
MOV-01114,Salida,270009-082,3,2025-11-19,Pº36013,INGERSOLL ARGENTINA S.A.,MATIAS
MOV-01115,Salida,270009-081,3,2025-11-19,,INGERSOLL ARGENTINA S.A.,MATIAS
MOV-01116,Salida,250025-525,4,2025-11-19,,INGERSOLL ARGENTINA S.A.,MATIAS
MOV-01117,Salida,40649,8,2025-11-19,,INGERSOLL ARGENTINA S.A.,MATIAS
MOV-01118,Salida,250022-669,3,2025-11-19,,INGERSOLL ARGENTINA S.A.,MATIAS
MOV-01119,Salida,02250155-709,1,2025-11-19,Rº18613,G.P SERV PETROLEROS S.A,MATIAS
MOV-01120,Salida,02250125-372,1,2025-11-19,,G.P SERV PETROLEROS S.A,MATIAS
MOV-01121,Salida,250032-482,2,2025-11-19,,G.P SERV PETROLEROS S.A,MATIAS
MOV-01122,Salida,250019-451,1,2025-11-20,Rº18618,MOL-PROT S.A.,MATIAS
MOV-01123,Salida,250034-085,1,2025-11-25,Rº18619,JOSE GUMA,VALERIA
MOV-01124,Salida,02250048-734,1,2025-11-25,,JOSE GUMA,VALERIA
MOV-01125,Salida,250022-669,2,2025-11-25,,JOSE GUMA,VALERIA
MOV-01126,Salida,02250215-617,1,2025-11-26,,OLIVES S.A.,MANU
MOV-01127,Salida,250022-669,1,2025-11-26,,OLIVES S.A.,MANU
MOV-01128,Salida,250025-526,2,2025-11-26,,HILADO S.A,MANU
MOV-01129,Salida,´000098,2,2025-11-26,,HILADO S.A,MANU
MOV-01130,Salida,02250100-042,1,2025-11-27,Rº18615,DI.MA.FLO S.A.,VALERIA
MOV-01131,Salida,02250168-084,1,2025-11-27,,DI.MA.FLO S.A.,VALERIA
MOV-01132,Salida,02250168-053,1,2025-11-27,,DI.MA.FLO S.A.,VALERIA
MOV-01133,Salida,02250152-669,1,2025-11-27,,SUCESION DE MACOTEGUI LUIS ANGEL,VALERIA
MOV-01134,Salida,02250049-634,1,2025-11-27,,SUCESION DE MACOTEGUI LUIS ANGEL,VALERIA
MOV-01135,Salida,250019-453,1,2025-11-27,,SUCESION DE MACOTEGUI LUIS ANGEL,VALERIA
MOV-01136,Salida,02250155-174,1,2025-11-27,,SUCESION DE MACOTEGUI LUIS ANGEL,VALERIA
MOV-01137,Salida,02250092-081,1,2025-11-27,,SUCESION DE MACOTEGUI LUIS ANGEL,VALERIA
MOV-01138,Salida,02250100-755,1,2025-12-01,Pº35815,CAPYC. COOP.LTDA,VALERIA
MOV-01139,Salida,02250100-756,1,2025-12-01,,CAPYC. COOP.LTDA,VALERIA
MOV-01140,Salida,250025-526,1,2025-12-01,,CAPYC. COOP.LTDA,VALERIA
MOV-01141,Salida,270009-102,1,2025-12-01,,CAPYC. COOP.LTDA,VALERIA
MOV-01142,Salida,270009-103,1,2025-12-01,,CAPYC. COOP.LTDA,VALERIA
MOV-01143,Salida,02250196-470,2,2025-12-01,,CAPYC. COOP.LTDA,VALERIA
MOV-01144,Salida,02250057-036,1,2025-12-23,,SERV. FLOTA,MATIAS
MOV-01145,Salida,250025-526,1,2025-12-23,,FUNDICION COLDEN,RENE
MOV-01146,Salida,OC988,1,2025-12-23,,autoelevador induplast interno2,MATIAS
MOV-01147,Salida,250022-669,1,2025-12-24,Rº18664,MASTIL S.A,MATIAS
MOV-01148,Salida,02250215-617,1,2025-12-24,Rº18665,Serv. Petroleros,MATIAS
MOV-01149,Salida,250018-551,1,2025-12-29,Rº18668,NATALIO BAUDO E HIJOS S.R.L,MATIAS
MOV-01150,Salida,KL583,1,2025-12-30,,,MATIAS
MOV-01151,Salida,MDH291,1,2025-12-30,,,MATIAS
MOV-01152,Salida,AC7983,1,2025-12-31,,RENE TOYOTA,MATIAS
MOV-01153,Salida,02250105-553,1,2025-12-31,Rº18658,CAPYC COOP.LTDA.,MATIAS
MOV-01154,Salida,02250145-897,1,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01155,Salida,250025-526,1,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01156,Salida,02250135-155,1,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01157,Salida,02250196-470,1,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01158,Salida,250034-085,1,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01159,Salida,02250193-595,1,2025-12-31,Rº18655,CAPYC COOP.LTDA.,MATIAS
MOV-01160,Salida,02250193-573,1,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01161,Salida,270008-555,1,2025-12-31,Rº18656,CAPYC COOP.LTDA.,MATIAS
MOV-01162,Salida,02250136-694,1,2025-12-31,Rº18663,CAPYC COOP.LTDA.,MATIAS
MOV-01163,Salida,02250194-972,1,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01164,Salida,02250194-973,1,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01165,Salida,02250198-470,2,2025-12-31,,CAPYC COOP.LTDA.,MATIAS
MOV-01166,Salida,LF3349,1,2025-12-31,,PAUNY MUNI,MATIAS
MOV-01167,Salida,FF5052,1,2025-12-31,,PAUNY MUNI,MATIAS
MOV-01168,Salida,FS1242,1,2025-12-31,,PAUNY MUNI,MATIAS
MOV-01169,Salida,FS1000,1,2026-01-05,,MUNI,MATIAS
MOV-01170,Salida,250025-526,1,2026-01-05,,MOLINOS FLORENCIA SAU,MATIAS
MOV-01171,Salida,270009-102,1,2026-01-05,,MOLINOS FLORENCIA SAU,MATIAS
MOV-01172,Salida,270009-103,1,2026-01-05,,MOLINOS FLORENCIA SAU,MATIAS
MOV-01173,Salida,02250168-084,1,2026-01-05,,MOLINOS FLORENCIA SAU,MATIAS
MOV-01174,Salida,02250168-053,1,2026-01-05,,MOLINOS FLORENCIA SAU,MATIAS
MOV-01175,Salida,02250155-174,2,2026-01-05,Rº18672,NOAL S.A.,MATIAS
MOV-01176,Salida,02250175-063,1,2026-01-07,,MAXION MONTICH SERV.,MANUEL
MOV-01177,Salida,02250175-062,1,2026-01-07,,MAXION MONTICH SERV.,MANUEL
MOV-01178,Salida,250025-526,1,2026-01-07,,MAXION MONTICH SERV.,MANUEL
MOV-01179,Salida,1006-3296,1,2026-01-07,,MAXION MONTICH SERV.,MANUEL
MOV-01180,Salida,250028-032,2,2026-01-07,Rº18576,VAWA S.A.,MATIAS
MOV-01181,Salida,02250078-031,2,2026-01-07,,VAWA S.A.,MATIAS
MOV-01182,Salida,250022-669,1,2026-01-07,Rº18673,JOSE GUMA S.A,MATIAS
MOV-01183,Salida,02250125-372,1,2026-01-07,Rº18577,ESTUDIO TECNICO INDUSTRIAL S.A,MATIAS
MOV-01184,Salida,02250215-617,1,2026-01-07,,ESTUDIO TECNICO INDUSTRIAL S.A,MATIAS
MOV-01185,Salida,02250155-709,1,2026-01-07,,ESTUDIO TECNICO INDUSTRIAL S.A,MATIAS
MOV-01186,Salida,02250155-709,1,2026-01-12,,MOLINOS FELIX S.A,MATIAS
MOV-01187,Salida,02250127-684,1,2026-01-12,,MOLINOS FELIX S.A,MATIAS
MOV-01188,Salida,88290017-056,3,2026-01-12,,SERVICIO DE AGUAS DE MISIONES S.A,MATIAS
MOV-01189,Salida,250022-669,5,2026-01-14,Rº18682,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01190,Salida,250025-526,4,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01191,Salida,`000098,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01192,Salida,02250175-062,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01193,Salida,250034-085,2,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01194,Salida,02250145-897,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01195,Salida,02250193-572,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01196,Salida,02250175-063,2,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01197,Salida,405158RA,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01198,Salida,02250048-734,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01199,Salida,250034-116,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01200,Salida,250042-862,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01201,Salida,02250221-211,1,2026-01-14,,TEMAS INDUSTRIALES S.A.,MATIAS
MOV-01202,Salida,02250155-709,1,2026-01-14,,MOLIENDA MEDITERRANEA,MANUEL
MOV-01203,Salida,02250215-617,1,2026-01-14,,MOLIENDA MEDITERRANEA,MANUEL
MOV-01204,Salida,02250125-372 IMP.,1,2026-01-14,,MOLIENDA MEDITERRANEA,MANUEL
MOV-01205,Salida,ML33490,1,2026-01-15,,ROADMACH S.A.S.,MATIAS
MOV-01206,Salida,ML1280G,1,2026-01-15,,ROADMACH S.A.S.,MATIAS
MOV-01207,Salida,ML5052G,2,2026-01-15,,ROADMACH S.A.S.,MATIAS
MOV-01208,Salida,AF25957,1,2026-01-16,Pº36239,SUELO NIVEL S.R.L,MATIAS
MOV-01209,Salida,AF25618,1,2026-01-16,,SUELO NIVEL S.R.L,MATIAS
MOV-01210,Salida,OC1738,1,2026-01-16,,SUELO NIVEL S.R.L,MATIAS
MOV-01211,Salida,ML1212,1,2026-01-16,,SUELO NIVEL S.R.L,MATIAS
MOV-01212,Salida,FF5079,1,2026-01-16,,SUELO NIVEL S.R.L,MATIAS
MOV-01213,Salida,8320265,1,2026-01-16,,SUELO NIVEL S.R.L,MATIAS
MOV-01214,Salida,7139077,1,2026-01-16,,SUELO NIVEL S.R.L,MATIAS
MOV-01215,Salida,CC2848,1,2026-01-16,,SUELO NIVEL S.R.L,MATIAS
MOV-01216,Salida,250022-669,1,2026-01-16,Rº18683,CORBLOCK S.A.I.C,MATIAS
MOV-01217,Salida,02250193-567,1,2026-01-19,Pº36221,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01218,Salida,02250193-589,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01219,Salida,250034-116,1,2026-01-19,Pº36178,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01220,Salida,250042-862,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01221,Salida,`000098,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01222,Salida,250025-525,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01223,Salida,250022-669,2,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01224,Salida,02250105-553,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01225,Salida,40588,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01226,Salida,02250218-885,1,2026-01-19,Pº36215,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01227,Salida,250022-669,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01228,Salida,02250092-081,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01229,Salida,1006-3296,1,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01230,Salida,250022-669,3,2026-01-19,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01231,Salida,02250155-709,1,2026-01-20,Rº18687,BROGAR S.H,MATIAS
MOV-01232,Salida,02250215-617,1,2026-01-20,,BROGAR S.H,MATIAS
MOV-01233,Salida,02250125-372,1,2026-01-20,,BROGAR S.H,MATIAS
MOV-01234,Salida,408107,1,2026-01-22,,GALLI,VALERIA
MOV-01235,Salida,040899RA,1,2026-01-22,,GALLI,VALERIA
MOV-01236,Salida,02250125-372,2,2026-01-22,Rº18691,NUTRIN S.A,MATIAS
MOV-01237,Salida,02250155-709,4,2026-01-22,,NUTRIN S.A,MATIAS
MOV-01238,Salida,02250215-621,2,2026-01-22,,NUTRIN S.A,MATIAS
MOV-01239,Salida,02250092-081,1,2026-01-22,,NUTRIN S.A,MATIAS
MOV-01240,Salida,02250125-657,1,2026-01-22,Rº18689,MAXION MONTICH S.A,MATIAS
MOV-01241,Salida,250022-669,1,2026-01-22,Rº18688,MAXION MONTICH S.A,MATIAS
MOV-01242,Salida,FF5421,2,2026-01-23,Rº18694,BUNGE ARGENTINA S.A,MATIAS
MOV-01243,Salida,250022-669,1,2026-01-23,,F2J,MANUEL
MOV-01244,Salida,250022-669,2,2026-01-23,,BIOFARMA,MATIAS
MOV-01245,Salida,LF699,1,2026-01-26,,SERV. SOLFLIX,MATIAS
MOV-01246,Salida,´004060,2,2026-01-26,,SERV. SOLFLIX,MATIAS
MOV-01247,Salida,`004125,1,2026-01-26,,SERV. SOLFLIX,MATIAS
MOV-01248,Salida,OC175,1,2026-01-27,,SERV. SOLFLIX,MATIAS
MOV-01249,Salida,KC595,1,2026-01-27,,IVECO TECTOR,MATIAS
MOV-01250,Salida,OC502,1,2026-01-27,,IVECO TECTOR,MATIAS
MOV-01251,Salida,KC440,1,2026-01-27,,IVECO TECTOR,MATIAS
MOV-01252,Salida,LX1070,1,2026-01-27,,IVECO TECTOR,MATIAS
MOV-01253,Salida,LXS261,1,2026-01-27,,IVECO TECTOR,MATIAS
MOV-01254,Salida,248755,1,2026-01-27,Rº18701,CONORVIAL S.A,MATIAS
MOV-01255,Salida,LX486,2,2026-01-28,,INDUSPLAST,MATIAS
MOV-01256,Salida,OC41,2,2026-01-28,,INDUSPLAST,MATIAS
MOV-01257,Salida,LX275,1,2026-01-28,,INDUSPLAST,MATIAS
MOV-01258,Salida,OC67,1,2026-01-28,,INDUSPLAST,MATIAS
MOV-01259,Salida,02250127-684,1,2026-01-28,Rº18702,VITALISSIMA S.A,MATIAS
MOV-01260,Salida,02250155-709,1,2026-01-28,,VITALISSIMA S.A,MATIAS
MOV-01261,Salida,02250215-621,1,2026-01-28,,VITALISSIMA S.A,MATIAS
MOV-01262,Salida,250022-669,1,2026-01-28,,VITALISSIMA S.A,MATIAS
MOV-01263,Salida,´040146,2,2026-01-23,,CORALINO,MANUEL
MOV-01264,Salida,´045672,2,2026-01-23,,CORALINO,MANUEL
MOV-01265,Salida,02250196-470,1,2026-01-23,,AIMURAI,MANUEL
MOV-01266,Salida,408993,1,2026-01-23,,AIMURAI,MANUEL
MOV-01267,Salida,250025-525,1,2026-01-23,,AIMURAI,MANUEL
MOV-01268,Salida,02250137-895,3,2026-01-23,,AIMURAI,MANUEL
MOV-01269,Salida,AL12,1,2026-01-28,,MUNI MALAGUEÑO,MATIAS
MOV-01270,Salida,49796,1,2026-01-28,,FUNDARG S.R.L,MATIAS
MOV-01271,Salida,02250168-084,4,2026-01-29,Rº18705,ALICAN S.A,MATIAS
MOV-01272,Salida,02250168-053,1,2026-01-29,,ALICAN S.A,MATIAS
MOV-01273,Salida,OC67,1,2026-01-29,,EDGAR VERDU,MATIAS
MOV-01274,Salida,02250155-174 IMP,1,2026-02-02,,VULCANO,MANUEL
MOV-01275,Salida,250022-669,1,2026-02-02,Rº18708,BENITO ROGGIO,MATIAS
MOV-01276,Salida,250022-669,4,2026-02-02,Rº18711,COLORTEX S.A,MATIAS
MOV-01277,Salida,02250139-995,4,2026-02-02,,COLORTEX S.A,MATIAS
MOV-01278,Salida,02250175-062,2,2026-02-02,,COLORTEX S.A,MATIAS
MOV-01279,Salida,02250175-063,2,2026-02-02,,COLORTEX S.A,MATIAS
MOV-01280,Salida,02250193-535,2,2026-02-02,,COLORTEX S.A,MATIAS
MOV-01281,Salida,02250117-782,2,2026-02-02,,COLORTEX S.A,MATIAS
MOV-01282,Salida,250028-032,1,2026-02-02,Rº18710,BODEGAS HERCE S.A.,MATIAS
MOV-01283,Salida,02250111-804,1,2026-02-02,,BODEGAS HERCE S.A.,MATIAS
MOV-01284,Salida,250032-482,1,2026-02-02,,BODEGAS HERCE S.A.,MATIAS
MOV-01285,Salida,02250145-625,2,2026-02-02,Rº18709,NOAL S.A.,MATIAS
MOV-01286,Salida,02250195-470,1,2026-02-02,Rº18713,PLASTICOS BOULEVARES S.R.L,MATIAS
MOV-01287,Salida,´040146,2,2026-02-02,Rº18714,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01288,Salida,´045672,1,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01289,Salida,02250137-895,1,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01290,Salida,040899RA,1,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01291,Salida,250025-525,1,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01292,Salida,250022-669,1,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01293,Salida,02250137-895,1,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01294,Salida,250025-525,1,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01295,Salida,040899RA,1,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01296,Salida,´040146,2,2026-02-02,,HIJOS DE SALVADOR MUÑOZ S.R.L,MANUEL
MOV-01297,Salida,AL12,1,2026-02-05,,MUNI MALAGUEÑO,MATIAS
MOV-01298,Salida,OX161D,1,2026-02-05,,MUNI MALAGUEÑO,MATIAS
MOV-01299,Salida,LX2621,1,2026-02-05,,MUNI MALAGUEÑO,MATIAS
MOV-01300,Salida,KX67/2D,1,2026-02-05,,MUNI MALAGUEÑO,MATIAS
MOV-01301,Salida,KX710D,1,2026-02-05,,MUNI MALAGUEÑO,MATIAS
MOV-01302,Salida,02250194-968,1,2026-02-09,Rº18720,SORIANO HNOS. S.A,MATIAS
MOV-01303,Salida,250041-638,1,2026-02-10,Rº18722,A.PE.SA,MATIAS
MOV-01304,Salida,7013301-JLG,1,2026-02-10,Rº18721,VOLSKWAGEN ARGENTINA S.A,MATIAS
MOV-01305,Salida,88290014-486,1,2026-02-10,R/I,CUFIA SERVICIO,DAVID
MOV-01306,Salida,88290014-484,1,2026-02-10,R/I,CUFIA SERVICIO,DAVID
MOV-01307,Salida,88290014-485,1,2026-02-11,Rº18724,MACCHIAROLA S.A,MATIAS
MOV-01308,Salida,88290015-567,1,2026-02-11,,MACCHIAROLA S.A,MATIAS
